Name,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Undergrad Population,% White,% Black,% Hispanic,% Asian,% American Indian,Average Cost,Average Faculty Salary,% Undergrads with Pell Grant,Completion Rate,% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Average Age of Entry,Median Family Income,Poverty Rate,Median Earnings 8 years After Entry
University of Pittsburgh-Greensburg,Public,Mid-Atlantic,Large Suburb,0.9311,22,1017,1677,0.8044,0.0513,0.0423,0.0322,0.0012,23343,6552,0.52,0.5329,0.0877,4.2,22000,20.93000031,71893,6.889999866,45600
University of Pittsburgh-Johnstown,Public,Mid-Atlantic,Small Suburb,0.9038,22,1021,2837,0.8921,0.0342,0.0134,0.012,0.0004,23709,6624,0.3056,0.5501,0.0588,4.2,22000,20.93000031,71893,6.889999866,45600
University of Pittsburgh-Pittsburgh Campus,Public,Mid-Atlantic,Large City,0.5613,28,1258,18304,0.7683,0.0546,0.0259,0.0752,0.0004,30410,9533,0.1706,0.8044,0.0665,4.2,22000,20.93000031,71893,6.889999866,45600
University of Portland,Private,Far West,Large City,0.668,,1195,3468,0.6401,0.0087,0.0998,0.1024,0.0032,51036,7678,0.2189,0.755,0.0321,1.1,22454,20.42000008,86897,6.579999924,48800
University of Puerto Rico-Aguadilla,Public,Outlying Areas,Large Suburb,0.9234,,1038,2886,0.0073,0.001,0.9106,0.0003,0.0003,8055,5170,0.811,0.321,0.0696,11.8,5000,19.54999924,22433.5,45.72999954,
University of Puerto Rico-Arecibo,Public,Outlying Areas,Small City,0.5302,,,3654,,,1,,,11056,6133,0.8188,0.4004,0.0575,11.9,4500,19.54999924,22433.5,45.72999954,
University of Puerto Rico-Bayamon,Public,Outlying Areas,Large Suburb,0.2547,,,4847,,,1,,,8509,5738,0.6527,0.3924,0.0802,11.9,4500,19.54999924,22433.5,45.72999954,
University of Puerto Rico-Carolina,Public,Outlying Areas,Mid-size City,0.8065,,1029,3880,0.0077,0.0026,0.9126,,0.0015,11945,5828,0.6995,0.3327,0.0746,11.8,4500,19.54999924,22433.5,45.72999954,
University of Puerto Rico-Cayey,Public,Outlying Areas,Large Suburb,0.8342,,1094,3779,,,1,,,11428,7195,0.7355,0.4638,0.0419,11.8,4500,19.54999924,22433.5,45.72999954,
University of Puerto Rico-Humacao,Public,Outlying Areas,Large Suburb,0.4487,,,3383,0.0059,0.0095,0.8835,0.0003,,11686,5812,0.7527,0.4343,0.0658,11.8,4500,19.54999924,22433.5,45.72999954,
University of Puerto Rico-Mayaguez,Public,Outlying Areas,Small City,0.725,,,10697,,,1,,,14726,6533,0.6081,0.4284,0.0546,11.6,5500,19.54999924,22433.5,45.72999954,
University of Puerto Rico-Ponce,Public,Outlying Areas,Mid-size City,0.6398,,,3120,,,1,,,13018,5174,0.8067,0.4072,0.0756,11.9,5250,19.54999924,22433.5,45.72999954,
University of Puerto Rico-Rio Piedras,Public,Outlying Areas,Large City,0.5248,,1195,11834,0.007,0.0014,0.9027,0.0014,0.001,8020,7104,0.5895,0.4748,0.0746,11.9,5500,19.54999924,22433.5,45.72999954,
University of Puget Sound,Private,Far West,Mid-size City,0.8522,28,1233,2542,0.7506,0.0083,0.0724,0.0688,0.0016,53785,9228,0.2071,0.7816,0.022,2.4,20789,20.19000053,84173.5,6.150000095,41400
University of Redlands,Private,Far West,Small City,0.672,25,1135,3462,0.5061,0.0459,0.2605,0.0511,0.0055,55268,9234,0.2497,0.7295,0.2174,3,24000,23.63999939,69769,9.18999958,47100
University of Rhode Island,Public,New England,Large Suburb,0.7871,24,1076,13008,0.693,0.0496,0.0863,0.0301,0.0025,26262,9144,0.2674,0.6344,0.0865,7.3,19500,20.65999985,78122.5,6.909999847,44600
University of Richmond,Private,Southeast,Mid-size City,0.3116,30,1313,3107,0.5845,0.0766,0.0705,0.0557,0.0026,55980,10983,0.2005,0.8502,0.0703,1.7,18370,22.28000069,90735.5,4.789999962,51500
University of Rochester,Private,Mid-Atlantic,Mid-size City,0.3568,31,1353,6047,0.5361,0.0475,0.0567,0.1052,0.0026,59156,12762,0.1844,0.8518,0.0614,2.5,24325.5,20.23999977,85192,6.260000229,50200
University of Saint Francis-Fort Wayne,Private,Great Lakes,Large City,0.5362,21,981,1878,0.8211,0.065,0.0634,0.008,0.0048,31516,5666,0.4216,0.5356,0.2111,4.4,20000,23.61000061,63504,5.03000021,36600
University of San Diego,Private,Far West,Large City,0.4885,28,1228,5573,0.5539,0.0278,0.1888,0.0592,0.0047,56346,11648,0.1807,0.7502,0.0478,2.8,19500,20.85000038,69873.5,6.599999905,53400
University of San Francisco,Private,Far West,Large City,0.6129,25,1161,6308,0.311,0.0293,0.1872,0.194,0.0019,55812,12409,0.2625,0.6901,0.0832,5.3,23000,22.20999908,70581,6.559999943,53300
University of Scranton,Private,Mid-Atlantic,Small City,0.7503,25,1121,3834,0.8127,0.0159,0.0741,0.0282,0.001,51962,9400,0.2014,0.8176,0.0337,4,26442,20.06999969,93993,5.519999981,50800
University of Sioux Falls,Private,Great Plains,Mid-size City,0.969,23,1064,1075,0.8809,0.04,0.027,0.0047,0.0037,33909,6075,0.2839,0.4747,0.1955,4.3,16749,21.87000084,62665.5,6.070000172,34800
University of South Alabama,Public,Southeast,Mid-size City,0.8604,23,1064,11048,0.6374,0.229,0.0246,0.0337,0.0088,17125,7212,0.3743,0.3342,0.2343,7.1,15000,23.69000053,30958,12.5,34400
University of South Carolina-Aiken,Public,Southeast,Large Suburb,0.5122,21,973,2956,0.6008,0.2689,0.0379,0.0112,0.003,18466,6243,0.4158,0.4212,0.1575,8.2,13750,21.85000038,41442,11.51000023,32800
University of South Carolina-Beaufort,Public,Southeast,Fringe Town,0.7304,20,932,1716,0.6224,0.1917,0.0513,0.0082,0.0035,19354,6410,0.3955,0.2689,0.2146,8.3,11000,23.63999939,34946,9.720000267,28700
University of South Carolina-Columbia,Public,Southeast,Mid-size City,0.606,27,1200,23987,0.7709,0.1016,0.0406,0.0228,0.0025,23685,9514,0.2394,0.7268,0.067,4.7,19125,20.89999962,63282.5,8.430000305,38700
University of South Carolina-Upstate,Public,Southeast,Mid-size Suburb,0.6422,21,982,4952,0.5687,0.2886,0.0438,0.0184,0.002,20848,6139,0.4555,0.405,0.2168,8.9,15750,22.76000023,41002.5,9.539999962,33600
University of South Dakota,Public,Great Plains,Distant Town,0.8788,24,1090,6449,0.8719,0.0209,0.0338,0.0121,0.0164,18843,7200,0.2876,0.5515,0.221,6.4,15463,22.98999977,53346,7.320000172,35900
University of South Florida-Main Campus,Public,Southeast,Large City,0.4524,26,1168,30376,0.5493,0.1106,0.1961,0.0603,0.0021,19299,8082,0.4127,0.6321,0.2112,7.4,16954,22.48999977,36808.5,7.980000019,37900
University of South Florida-St Petersburg,Public,Southeast,Mid-size City,0.4401,23,1070,3955,0.6903,0.0721,0.1464,0.0407,0.0018,18821,8331,0.3928,0.4273,0.3083,7.4,16954,,,,37900
University of Southern California,Private,Far West,Large City,0.1984,31,1380,18087,0.3812,0.0442,0.1355,0.2306,0.0013,59787,13045,0.2308,0.9117,0.0377,1.8,21500,21.65999985,42938,8.75,62300
University of Southern Indiana,Public,Great Lakes,Mid-size Suburb,0.6934,22,1004,8764,0.8625,0.0448,0.0088,0.0086,0.0022,17996,6363,0.3231,0.3954,0.1831,9.6,13500,21.26000023,57798,6.75,31300
University of Southern Maine,Public,New England,Small City,0.828,23,1003,6079,0.8118,0.0306,0.0196,0.0225,0.0089,22290,8522,0.3636,0.3356,0.3146,6.8,17000,22.79999924,49417,7.03000021,35000
University of Southern Mississippi,Public,Southeast,Small City,0.6631,24,1082,12371,0.6095,0.3178,0.0323,0.0122,0.004,18781,7109,0.4644,0.4513,0.2216,12,16600,22.63999939,29062,14.43999958,33200
University of St Francis,Private,Great Lakes,Large Suburb,0.5141,23,1070,1757,0.7223,0.074,0.1343,0.0262,0.004,36226,7543,0.3653,0.5657,0.3157,3.6,21000,24.46999931,73669,4.800000191,44700
University of St Thomas (Southwest),Private,Southwest,Large City,0.7724,26,1121,1529,0.3126,0.0608,0.3793,0.119,0.0026,37271,6830,0.3357,0.5104,0.2494,6.8,20000,21.63999939,42131.5,9.510000229,43200
University of St Thomas (Great Plains),Private,Great Plains,Large City,0.8617,26,1165,6246,0.8231,0.0256,0.0402,0.0357,0.0016,48421,9892,0.2023,0.751,0.0481,4.2,22250,20.12000084,96397,4.050000191,48100
University of the Cumberlands,Private,Southeast,Remote Town,0.7127,22,1019,1545,0.7987,0.0828,0.0233,0.0026,0.0026,30993,5417,0.4437,0.4345,0.2061,8.7,9500,21.04000092,48248,15.39999962,30100
University of the Incarnate Word,Private,Southwest,Large City,0.9307,21,967,6346,0.206,0.0703,0.6013,0.0191,0.0036,34487,7616,0.4188,0.4,0.3682,9.2,19500,25.45000076,41999,11.27999973,41600
University of the Pacific,Private,Far West,Large City,0.7265,26,1172,3869,0.3223,0.0269,0.1858,0.3153,0.0067,52406,10089,0.4011,0.5669,0.0598,3.5,21250,22.03000069,40951,9.18999958,64000
University of the Sciences,Private,Mid-Atlantic,Large City,0.5635,25,1165,1830,0.4355,0.0596,0.0191,0.3628,0.0011,49327,8000,0.2632,0.7181,0.0365,2.4,27000,19.69000053,82840.5,6.019999981,94000
University of the Virgin Islands,Public,Outlying Areas,Remote Town,0.9782,17,807,2023,0.0504,0.7642,0.0662,0.0035,,16261,7213,0.5549,0.2438,0.3196,16.4,7307.5,22.18000031,25917,10.22999954,30300
University of Toledo,Public,Great Lakes,Large City,0.9073,22,1031,15440,0.6947,0.139,0.0447,0.0233,0.0021,21263,8426,0.3792,0.4543,0.1591,13.5,14500,21.43000031,57163,7.769999981,37600
University of Tulsa,Private,Southwest,Large City,0.4059,29,1279,3394,0.5524,0.0451,0.0418,0.0327,0.0392,46560,9672,0.1557,0.6882,0.0595,7.2,20500,21.12000084,64324,7.329999924,41400
University of Utah,Public,Rocky Mountains,Mid-size City,0.8174,24,1109,23273,0.7156,0.0122,0.0938,0.0505,0.0054,19048,7764,0.3225,0.6037,0.3208,3.9,12839,23.54000092,32294,6.059999943,44300
University of Vermont,Public,New England,Small City,0.7755,27,1190,9970,0.834,0.0115,0.0427,0.0221,0.0027,27788,9562,0.1948,0.7582,0.0795,3.8,18878,20.23999977,77614,5.409999847,39400
University of Virginia-Main Campus,Public,Southeast,Small City,0.2999,31,1362,15020,0.607,0.063,0.0579,0.1224,0.0013,25255,12428,0.1205,0.9307,0.0566,1.7,17746,20.37999916,84687,5.639999866,53600
University of Washington-Bothell Campus,Public,Far West,Large Suburb,0.7568,21,1014,4077,0.4623,0.0503,0.0831,0.2443,0.0056,22800,9302,0.3454,0.6757,0.2792,4.3,14793.5,22.63999939,38703,6.570000172,48300
University of Washington-Seattle Campus,Public,Far West,Large City,0.5523,28,1234,28754,0.4399,0.0267,0.0692,0.2422,0.0066,24606,10461,0.2489,0.8183,0.0996,4.3,14793.5,22.63999939,38703,6.570000172,48300
University of Washington-Tacoma Campus,Public,Far West,Mid-size City,0.8523,20,963,3587,0.4706,0.068,0.0934,0.1603,0.0123,22185,8510,0.4643,0.4943,0.3764,4.3,14793.5,22.63999939,38703,6.570000172,48300
University of West Alabama,Public,Southeast,Remote Rural,0.9957,20,950,1988,0.4291,0.4195,0.0216,0.0101,0.0035,17959,6408,0.5604,0.3161,0.1786,9.6,13500,22.55999947,23735,19.46999931,32200
University of West Georgia,Public,Southeast,Fringe Town,0.5385,20,950,9777,0.5436,0.3487,0.0428,0.0095,0.0019,18879,5787,0.4763,0.4287,0.1392,10.4,14250,22.28000069,51454,7.480000019,32800
University of Wisconsin-Eau Claire,Public,Great Lakes,Small City,0.7646,24,1110,10218,0.8984,0.0064,0.0186,0.033,0.004,18066,6886,0.2654,0.6693,0.0796,3.8,17823.5,20.40999985,78332,4.449999809,39900
University of Wisconsin-Green Bay,Public,Great Lakes,Mid-size City,0.8476,23,1070,5765,0.8671,0.012,0.0361,0.0272,0.0134,16878,6407,0.3292,0.464,0.2631,4.2,14549,21.65999985,67408,4.539999962,36100
University of Wisconsin-La Crosse,Public,Great Lakes,Small City,0.72,25,1130,9335,0.8941,0.0073,0.0271,0.0252,0.003,17896,6650,0.226,0.672,0.0531,1.8,18428.5,20.13999939,81510.5,4.53000021,40400
University of Wisconsin-Madison,Public,Great Lakes,Mid-size City,0.6792,28,1268,29504,0.7713,0.0215,0.0459,0.0551,0.0022,23718,10758,0.1501,0.8284,0.0554,1.6,21000,20.25,87726,4.840000153,48200
University of Wisconsin-Milwaukee,Public,Great Lakes,Large City,0.8608,22,1030,21747,0.717,0.0822,0.0759,0.0596,0.0043,21203,8037,0.3567,0.4141,0.2233,6.1,17459,21.37999916,66757,6.309999943,38100
University of Wisconsin-Oshkosh,Public,Great Lakes,Small City,0.8134,22,1030,10633,0.8791,0.0198,0.0293,0.0371,0.0089,16935,6793,0.2762,0.5351,0.1481,4.5,16852,21.45999908,69462,4.150000095,37500
University of Wisconsin-Parkside,Public,Great Lakes,Mid-size Suburb,0.7547,21,990,4354,0.6966,0.0923,0.1171,0.0287,0.0018,15218,6277,0.4259,0.3073,0.2321,12,14054,22.03000069,51714.5,6.860000134,33600
University of Wisconsin-Platteville,Public,Great Lakes,Distant Town,0.9647,23,1050,7740,0.9198,0.0137,0.0257,0.0112,0.0018,16824,6252,0.306,0.5423,0.0992,4.1,15750,20.78000069,69457,4.800000191,40600
University of Wisconsin-River Falls,Public,Great Lakes,Distant Town,0.8663,22,1030,5506,0.8999,0.0134,0.0234,0.0251,0.0035,16682,7066,0.3224,0.5141,0.1126,4.2,18225,20.54999924,75121,4.25,36000
University of Wisconsin-Stevens Point,Public,Great Lakes,Distant Town,0.8285,23,1070,9150,0.888,0.0153,0.0291,0.0233,0.0049,16427,6317,0.337,0.5804,0.1057,4.1,18700,20.87000084,69497,4.53000021,35800
University of Wisconsin-Stout,Public,Great Lakes,Distant Town,0.8927,22,1030,8094,0.8845,0.0124,0.0219,0.0326,0.0033,18192,6504,0.2958,0.5426,0.1633,3.7,18015,20.88999939,74284.5,4.519999981,39800
University of Wisconsin-Superior,Public,Great Lakes,Mid-size Suburb,0.8927,22,1010,2415,0.8352,0.0203,0.0207,0.0099,0.0265,16953,6307,0.4184,0.4111,0.3011,8.3,14616.5,23.13999939,45359,6.920000076,30900
University of Wisconsin-Whitewater,Public,Great Lakes,Distant Town,0.8468,22,1030,10438,0.8585,0.0478,0.0414,0.0166,0.0019,16107,7073,0.2963,0.5483,0.0885,7.6,18681,20.79000092,73639,4.78000021,38200
University of Wyoming,Public,Rocky Mountains,Remote Town,0.9569,25,1123,9969,0.8108,0.0117,0.0605,0.0112,0.0066,17652,8810,0.2428,0.5409,0.2393,5.3,12511.5,22.51000023,51123,7.96999979,42000
Upper Iowa University,Private,Great Plains,Remote Rural,0.5818,22,1010,4513,0.6718,0.1926,0.0412,0.01,0.004,35190,5794,0.4312,0.3963,0.6466,8.3,15882.5,28.40999985,38423,7.449999809,39000
Ursinus College,Private,Mid-Atlantic,Large Suburb,0.6633,27,1182,1578,0.7668,0.0615,0.0532,0.0507,0.0019,57163,8769,0.2155,0.7906,0.0038,2.9,27000,19.61000061,89174,5.039999962,46600
Utah State University,Public,Rocky Mountains,Small City,0.9674,24,1087,20775,0.8003,0.0103,0.0511,0.0097,0.0227,16020,8206,0.3595,0.5109,0.239,5.7,8750,23.36000061,29227,7.389999866,37300
Utica College,Private,Mid-Atlantic,Small City,0.8542,21,946,2831,0.6976,0.1035,0.0788,0.0258,0.0064,44394,7905,0.3817,0.4715,0.2836,8.5,18000,21.84000015,55077,9.569999695,37600
Valdosta State University,Public,Southeast,Small City,0.5522,22,1033,9634,0.5301,0.3567,0.042,0.0099,0.0023,20958,5998,0.4592,0.4017,0.15,10.2,16000,21.71999931,51351,10.73999977,34300
Valparaiso University,Private,Great Lakes,Large Suburb,0.7969,26,1158,3209,0.7457,0.0533,0.0673,0.0156,0.0012,43185,7280,0.2537,0.7013,0.0618,4.4,23250,20.55999947,81419.5,5.079999924,42400
Vanderbilt University,Private,Southeast,Large City,0.1274,33,1475,6794,0.6057,0.0802,0.0792,0.0848,0.0038,59890,12871,0.1429,0.9252,0.0023,1.3,13000,19.93000031,74999.5,6.650000095,54400
Vanguard University of Southern California,Private,Far West,Mid-size City,0.6977,23,980,2057,0.4599,0.0404,0.3471,0.0428,0.0053,41952,7714,0.3797,0.5232,0.2543,4.9,19895,22.62999916,67855,7.829999924,33900
Vassar College,Private,Mid-Atlantic,Large Suburb,0.2411,32,1394,2436,0.6125,0.0575,0.1104,0.0952,0.0004,59320,11065,0.2199,0.9365,0.0198,0.3,16590,19.39999962,102049,6.389999866,42300
Villanova University,Private,Mid-Atlantic,Large Suburb,0.489,30,1316,6856,0.7598,0.0449,0.071,0.0674,,56265,10425,0.1156,0.9008,0.064,2,25000,20.02000046,112696,4.460000038,65100
Virginia Commonwealth University,Public,Southeast,Mid-size City,0.6913,24,1102,22049,0.5162,0.1842,0.0754,0.1213,0.0026,25291,8242,0.2865,0.5681,0.1501,6,19125,21.42000008,55696,6.539999962,38600
Virginia Military Institute,Public,Southeast,Distant Town,0.4732,25,1141,1675,0.8316,0.043,0.0436,0.0543,0.0018,24643,7426,0.1508,0.7585,0.0024,6,19710,19.46999931,89939.5,5.329999924,53300
Virginia Polytechnic Institute and State University,Public,Southeast,Small City,0.7028,,1220,23928,0.7182,0.0349,0.0512,0.0848,0.0016,25513,10146,0.1735,0.8243,0.0276,2.6,21500,19.70999908,95419,5.309999943,52900
Virginia State University,Public,Southeast,Large Suburb,0.9459,17,811,5023,0.0231,0.8561,0.0185,0.0026,0.0028,20075,7414,0.6829,0.4034,0.0915,13.7,17000,20.17000008,39006,11.35999966,29600
Virginia Union University,Private,Southeast,Mid-size City,0.5848,15,750,1359,0.0059,0.9544,0.0125,0.0007,0.0029,26885,5524,0.6777,0.3547,0.0809,28.4,14250,19.95000076,39816.5,12.18999958,27200
Virginia Wesleyan College,Private,Southeast,Large City,0.9311,21,1021,1436,0.5759,0.2298,0.0634,0.0146,0.0063,41010,7466,0.3669,0.4404,0.1446,10,12500,21.52000046,71035,6.059999943,35900
Viterbo University,Private,Great Lakes,Small City,0.706,24,1090,2052,0.9089,0.0185,0.021,0.018,0.0024,32956,6099,0.3796,0.4681,0.3093,5,21500,24.44000053,57043.5,5.539999962,37300
Wagner College,Private,Mid-Atlantic,Large City,0.6988,25,1154,1830,0.6612,0.0612,0.0929,0.0251,0.0011,49453,7949,0.1904,0.6136,0.0673,3.7,22875,19.89999962,94891,5.579999924,50800
Wake Forest University,Private,Southeast,Mid-size City,0.352,,,4812,0.76,0.065,0.0599,0.0486,0.0017,58260,10928,0.1202,0.8646,0.0012,1.3,21000,19.37999916,103314,5.329999924,52800
Walla Walla University,Private,Far West,Small Suburb,0.9286,24,1072,1646,0.7327,0.0255,0.1252,0.0529,0.0115,34747,4638,0.3129,0.4593,0.0819,4.1,22000,22.28000069,55205,8.68999958,40900
Walsh University,Private,Great Lakes,Large Suburb,0.7713,23,1047,2280,0.7825,0.0522,0.0228,0.0048,0.0022,34994,5876,0.3307,0.5519,0.2025,6,21500,22.19000053,67420,6.550000191,39600
Warner University,Private,Southeast,Fringe Rural,0.3378,19,908,1023,0.4194,0.4018,0.1232,0.0088,0.0029,28555,4638,0.6488,0.4275,0.3624,11.9,15306,28.25,38439.5,9.850000381,37000
Wartburg College,Private,Great Plains,Distant Town,0.7765,24,1077,1669,0.7789,0.0629,0.0234,0.0084,0.0012,43312,6274,0.2519,0.6262,0.0123,4.6,24124,19.57999992,79035.5,5.420000076,39700
Washington & Jefferson College,Private,Mid-Atlantic,Large Suburb,0.3973,,,1300,0.8408,0.0308,0.0285,0.0262,0.0046,49507,7571,0.2393,0.7709,0.006,2.8,27000,19.43000031,95549.5,6.260000229,43800
Washington and Lee University,Private,Southeast,Distant Town,0.1843,32,1392,1846,0.8337,0.0244,0.0347,0.0363,0.0011,56616,12144,0.0958,0.9024,,1.1,18543,20.30999947,112856,5.389999866,61800
Washington College,Private,Mid-Atlantic,Distant Town,0.6655,27,1168,1424,0.7872,0.033,0.0365,0.0126,0.0014,52243,7927,0.1488,0.6821,0.0182,3.5,25000,19.27000046,108663.5,4.190000057,40800
Washington State University,Public,Far West,Distant Town,0.8208,22,1030,22825,0.6648,0.0331,0.1065,0.0526,0.0063,26292,8547,0.3323,0.6548,0.1693,4,15736,22.65999985,58238.5,7.730000019,43700
Washington University in St Louis,Private,Great Plains,Large Suburb,0.1555,33,1474,6851,0.5529,0.0587,0.0558,0.1738,0.0013,62594,13286,0.0616,0.9404,0.0871,3,19500,21.38999939,77947.5,6.170000076,58300
Wayland Baptist University,Private,Southwest,Remote Town,0.9862,20,940,4246,0.4317,0.1684,0.2671,0.0247,0.0071,21543,4845,0.3224,0.332,0.6516,10.8,12500,29.03000069,36554.5,10.96000004,37400
Wayne State University,Public,Great Lakes,Large City,0.7624,23,1050,17789,0.5317,0.2136,0.0417,0.0783,0.004,20199,9689,0.4804,0.3235,0.2745,12.5,16000,23.45000076,30304.5,11.52999973,36700
Waynesburg University,Private,Mid-Atlantic,Distant Town,0.7523,23,1015,1559,0.9256,0.0321,0.0103,0.0058,0.0026,28822,6633,0.3399,0.5398,0.1245,5.1,23000,23.35000038,64789,8.470000267,39300
Webster University,Private,Great Plains,Large Suburb,0.5806,24,1107,3398,0.6604,0.1463,0.0415,0.0253,0.0021,37363,8068,0.3501,0.5942,0.3268,5.6,20500,24.03000069,61052,6.5,37400
Wellesley College,Private,New England,Large Suburb,0.2911,31,1399,2347,0.4205,0.0592,0.0993,0.228,,57164,12025,0.1922,0.9068,0.019,1.2,8000,19.87999916,74657,6.440000057,52800
Wentworth Institute of Technology,Private,New England,Large City,0.5761,24,1109,3975,0.5967,0.0478,0.0365,0.0606,0.0035,43850,8039,0.2822,0.6251,0.1112,4.5,21700,20.34000015,81863,5.420000076,52100
Wesley College,Private,Mid-Atlantic,Small City,0.625,20,841,1481,0.4517,0.4173,0.054,0.0128,0.0034,35199,6703,0.4955,0.2178,0.1319,16.4,14250,22.28000069,65621,6.5,38800
Wesleyan University,Private,New England,Small City,0.2092,31,1387,2888,0.5294,0.072,0.0966,0.0796,0.0007,61167,11163,0.1837,0.9154,0.0021,1.5,17625,19.37999916,88497,6.739999771,42000
West Chester University of Pennsylvania,Public,Mid-Atlantic,Large Suburb,0.5156,,1105,13456,0.8114,0.0922,0.0468,0.021,0.001,24997,8909,0.2406,0.6864,0.0907,5.2,19695.5,20.59000015,82783,5.170000076,42000
West Liberty University,Public,Southeast,Fringe Rural,0.7122,21,984,2412,0.8905,0.0539,0.0104,0.0066,0.0021,18406,6482,0.4003,0.4148,0.1199,18.1,15000,21.39999962,48827.5,10.56000042,30800
West Texas A & M University,Public,Southwest,Fringe Town,0.7403,22,994,6890,0.6386,0.0533,0.234,0.0122,0.0054,17553,7359,0.3858,0.403,0.2379,11,13573,23.68000031,39169,10.52999973,37100
